date,M0009942,M0001629,M0150193,M0062858,M0043821,M0061518,M0000545,G0008368,G0003882,M0067855,M0009808,S2707403,M1001654,G0000891,M0009870,S0000236,S0114186,S0114187,S0047907,S0047914,S0047919,S0047926,S0047925,S0047927,S0047934,S0047905,M0001022,S5116010,M5464271,M0000272,M0061614,M0024072,S0073285,S5914515,S0178726,M0001427,M5405212,M0012303,M0020188,M0020209,M0020251,M0020194,M0020215,M0020257,M0020193,M0020214,M0020256,M0020191,M0020212,M0020254,M0000604,M0012939,M0012948,M0012949,M0010157,M0010160,M0041652,M0041653,M0041654,M0041655,M0041656,M0041657,M0041658,M0041659,M0041660,M0017146,M0017147,M0017148,M0017149,M0017150,M0017151,M0041372,M0041374,M0041378,M0041371,M0041373,M0041377,M0000185,M0058007,M0066316,M5523040,M5438206,M0012288,M0012988,M0041739,M0041743,M5207472,M0011453,M5781505,M0011456,M5207480,M0011454,M5207487,M5207488,M0062945,M0062946,M0062947,M0062948,G0000894,G0000895,G0000897,y
2013/4/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9816,3.4926,3.5046,3.7,3.5742,,,,,4.0569,3.6577,3.5288,4.0181,3.5082,3.383,,,,,,,,,,,,,,4474.6157,3.0243,,,,,,,,,,,,,,,,3.4926
2013/4/28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8027,2.985,3.0904,,3.3719,,,,,4.0506,3.6712,3.5264,4.0851,3.5608,3.3855,,,,,,,,,,,,,,4600.3068,2.8265,,,,,,,,,,,,,,,,2.985
2013/4/29,,,,,,,,,,,,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07929,0.09571,0.12571,0.20714,0.148,0.1682,0.1982,
2013/4/30,-1001,665514.79,117806.89,25498.21,18,20,9.3,99.86608,11669.8,,,4.3,,1.7,84.35,,44669,5013,,,,,,,,,0.9,101.95,115.316832,91319.1773,,,10.6,,,17600.3,,103.7,,,,,,,,,,,,,3554.9996,,,,1383492,1290900,,,,,,,,,,,,,,,,,,,,,,,,,,20.5,,,,,,,,,,,,,0.07786,0.09571,0.12571,0.20714,0.147,0.1667,0.1982,
2013/5/1,,,,,,,,,,,,,,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.148,0.1667,0.1982,
2013/5/2,,,,,,,,,,6.156,,,3.4184,1.66,,,,,,,,,,,,,,,,,,,,104.63,,,,,2174.123,2449.639,8718.197,-0.173974,0.095329,0.308478,-3.789,2.333,26.811,68.337936,47.016088,53.068159,,,,,,,2.7975,2.9485,3.0127,3.15,3.2983,3.3576,,,,3.8524,3.605,3.4714,3.9547,3.5579,3.3645,,,,,,,6.2082,6.1437,6.1683,,,,,6557.9478,2.8269,,,,,,,,,0.07857,0.095,0.12571,0.20714,0.15,0.1677,0.1982,2.9485
2013/5/3,,,,,,,,,,6.1556,,,3.4149,1.78,,139.6,,,,,,,,,,,,,,,0,,,104.78,,,,,2205.497,2492.912,8847.675,1.443065,1.766505,1.485147,31.374,43.273,129.478,88.583464,62.330091,73.044491,,,,,,,2.9927,3.225,3.0246,3.0463,3.2351,3.6822,5.1,3.7,,3.5027,3.5395,3.4166,3.5954,3.5527,3.3408,,,,,,,6.2152,6.1427,6.1673,,,,,6304.5156,3.0196,,,,,,,,,0.07714,0.095,0.12571,0.20714,0.15,0.1672,0.1982,3.225
2013/5/6,,,,,,,,,,6.1667,,,3.4346,1.8,,,,,,,,,,,,,,,,,,,,104.78,,,,,2231.166,2525.983,8997.076,1.163865,1.326601,1.688591,25.669,33.071,149.401,92.268146,60.41878,81.691052,,,,,,,2.789,3.1982,3.0665,3.0825,3.251,3.8543,3.8,3.8,3.9026,3.2178,3.5271,3.3986,3.2414,3.5847,3.3395,,,,,,,6.2114,6.1417,6.1663,,,,,7300.9883,2.8578,,,,,,,,,0.07786,0.095,0.12571,0.20786,,,,3.1982
2013/5/7,,,,,,,,,,6.1541,,,3.4205,1.82,,,,,,,,,,,,,,,,,,,,104.75,,,,,2235.575,2529.938,9022.902,0.19761,0.156573,0.287049,4.409,3.955,25.826,86.452356,54.490643,75.813222,,,,,,,2.362,3.1784,3.1516,3.0883,3.2573,3.459,4.1,,,3.1639,3.501,3.3786,3.1699,3.594,3.3335,,,,,,,6.2083,6.1497,6.1743,,,,,6965.2032,2.4492,,,,,,,,,0.07714,0.095,0.12571,0.20714,0.1485,0.1672,0.1992,3.1784
2013/5/8,,,,,,,,,,6.141,,,3.4296,1.81,,,,,,,,,,,,,,,,,,,,104.75,,,,,2246.3,2542.798,9074.838,0.479742,0.508313,0.575602,10.725,12.86,51.936,90.371933,59.554294,83.577858,,,,,,,2.1143,2.9861,3.0981,3.0914,3.2405,3.4199,3.6,3.95,,3.1198,3.4716,3.359,3.1073,3.5962,3.3282,,,,,,,6.198,6.1327,6.1573,,,,,6836.1882,2.2205,,,,,,,,,0.07571,0.09429,0.12571,0.20643,0.1485,0.1677,0.1992,2.9861
2013/5/9,,,,,,,,,,6.1309,,,3.4203,1.81,,,,,,,,,,,,,,,,,,,,104.85,,,,,2232.971,2527.794,9050.08,-0.593376,-0.590059,-0.27282,-13.329,-15.004,-24.758,98.531637,60.240145,92.564273,,,,,,,2.1153,3.1096,3.0985,3.0821,3.285,3.4562,3.6515,,,3.1063,3.3892,3.3209,3.1064,3.5306,3.3139,,,,,,,6.1925,6.1257,6.1503,,,,,7214.6673,2.2541,,,,,,,,,0.07643,0.09429,0.12571,0.20714,0.1475,0.1672,0.1992,3.1096
2013/5/10,,,,,,,,,,6.1417,,,3.4203,1.9,,138.34,,,,,,,,,,,,,,,840,,,104.89,,,,,2246.831,2540.836,9071.161,0.620698,0.515944,0.232937,13.86,13.042,21.081,90.335476,48.816728,84.490587,,,,,,,2.1377,2.971,2.9705,3.0292,3.2458,3.4075,3.7684,3.65,4.6998,3.13,3.2719,3.3001,3.1388,3.3671,3.3087,,,,,,,6.2016,6.1197,6.1443,,,,,6954.0839,2.2539,,,,,,,,,0.07714,0.09429,0.12571,0.20714,0.146,0.1647,0.1992,2.971
2013/5/13,,,,,,,,,,6.1468,,,3.4203,1.92,,,,,,,,,,,,,,,,,,,,104.88,,,,,2241.92,2530.768,9014.282,-0.218575,-0.396248,-0.627031,-4.911,-10.068,-56.879,86.211224,54.092147,81.014442,,,,,,,2.1618,2.9022,3.0117,3.1578,3.3107,3.4497,3.7,,,3.0782,3.1313,3.2697,3.0888,3.1651,3.3063,,,,,,,6.2072,6.1277,6.1523,,,,,7184.9841,2.2661,,,,,,,,,0.07714,0.09429,0.12571,0.20714,0.1465,0.1652,0.1992,2.9022
2013/5/14,,,,,,,,,,6.1428,,,3.4202,1.96,,,,,,,,,,,,,,,,,,,,104.88,,,,,2217.01,2493.338,8809.085,-1.111101,-1.478998,-2.276354,-24.91,-37.43,-205.197,83.244975,54.880064,78.474334,,,,,,,2.2456,2.7954,2.9371,3.3298,3.2354,3.4782,3.6764,,4,3.0183,3.0735,3.236,3.0299,3.0999,3.3041,,,,,,,6.2035,6.1337,6.1583,,,,,7736.9887,2.3428,,,,,,,,,0.07643,0.09429,0.12571,0.20786,0.146,0.1652,0.1982,2.7954
2013/5/15,,,,,,,,,,6.1459,,,3.4247,1.94,,,,,,,,,,,,,,,,,,,,104.81,,,,,2224.797,2506.925,8869.854,0.351239,0.544932,0.689845,7.787,13.587,60.769,71.722893,44.18966,75.622205,,,,,,,2.2553,2.7774,2.8821,3.3964,3.2614,3.6223,3.6375,,,2.9414,3.0089,3.1939,2.9537,3.0305,3.2957,,,,,,,6.207,6.1302,6.1548,,,,,7552.869,2.3365,,,,,,,,,0.07643,0.09357,0.12571,0.20714,0.145,0.1652,0.1982,2.7774
2013/5/16,,,,,,,,,,6.1492,,,3.4201,1.87,,,,,,,,,,,,,,,,,,,,104.72,,,,,2251.806,2552.709,9061.328,1.213998,1.826301,2.158705,27.009,45.784,191.474,110.284376,70.796182,104.009676,,,,,,,2.7243,3.2116,3.2183,3.5179,3.4549,3.8171,3.6791,,5.5,2.8938,2.9744,3.1521,2.9109,3.0087,3.2833,,,,,,,6.2096,6.1327,6.1573,,,,,7136.8034,2.8565,,,,,,,,,0.07429,0.09357,0.125,0.20643,0.147,0.1652,0.1982,3.2116
2013/5/17,,,,,,,,,,6.1419,,,3.4201,1.95,,137.51,,,,,,,,,,,,,,,-350,,,104.69,,,,,2282.87,2592.048,9246.276,1.379515,1.541069,2.041069,31.064,39.339,184.948,126.126006,81.850801,109.626663,,,,,,,2.8848,3.7006,3.6419,3.9776,4.0148,4.0661,4,,,2.9397,3.0115,3.1608,2.9314,3.0351,3.2939,,,,,,,6.1997,6.1372,6.1618,,,,,5162.7419,3.094,,,,,,,,,,,,,0.1465,0.16371,0.19678,3.7006
2013/5/20,,,,,,,,,,6.1389,,,3.4201,1.97,,,,,,,,,,,,,,,,,,,,104.88,,,,,2299.986,2609.607,9307.151,0.749758,0.677418,0.658373,17.116,17.559,60.875,139.150514,86.337803,124.593392,,,,,,,3.0418,4.3802,4.3406,4.373,4.5601,4.6571,4.48,,,3.1207,3.104,3.2225,3.0778,3.0833,3.334,,,,,,,6.1998,6.1287,6.1533,,,,,5321.2198,3.433,,,,,,,,,0.07357,0.09357,0.125,0.20643,0.1464,0.16391,0.19618,4.3802
2013/5/21,,,,,,,,,,6.1356,,,3.4202,1.94,,,,,,,,,,,,,,,,,,,,104.89,,,,,2305.114,2614.853,9403.535,0.222958,0.201026,1.035591,5.128,5.246,96.384,124.173176,71.505994,124.573465,,,,,,,3.4233,4.4423,4.4347,4.488,4.5298,4.5103,4.1,,,3.458,3.2906,3.3471,3.3729,3.2014,3.3977,,,,,,,6.1911,6.1247,6.1493,,,,,5357.7278,3.7272,,,,,,,,,0.07571,0.09357,0.12571,0.20714,0.1464,0.16371,0.19628,4.4423
2013/5/22,,,,,,,,,,6.1311,,,3.4196,2.03,,,,,,,,,,,,,,,,,,,,104.82,,,,,2302.403,2618.034,9405.061,-0.117608,0.121651,0.016228,-2.711,3.181,1.526,128.360026,74.191817,120.583105,,,,,,,3.4754,4.0287,4.5908,4.6446,4.484,4.9,4.1,,4,3.7928,3.4698,3.4662,3.7014,3.3276,3.4619,,,,,,,6.1904,6.1213,6.1459,,,,,5077.4134,3.7083,,,,,,,,,0.07429,0.09321,0.125,0.20643,0.1425,0.16271,0.19528,4.0287
2013/5/23,,,,,,,,,,6.134,,,3.4151,2.02,,,,,,,,,,,,,,,,,,,,104.8,,,,,2275.667,2582.849,9265.676,-1.161222,-1.343947,-1.482021,-26.736,-35.185,-139.385,124.019844,84.82537,115.927632,,,,,,,3.7109,4.2206,4.7638,4.6774,4.6524,4.2031,4.1,,5.5,3.9979,3.5803,3.5228,3.9521,3.4315,3.481,,,,,,,6.1947,6.119,6.1436,,,,,5658.1343,3.8634,,,,,,,,,0.07429,0.0925,0.12643,0.20786,0.1389,0.16071,0.19328,4.2206
2013/5/24,,,,,,,,,,6.1316,,,3.4149,2.01,,137.24,,,,,,,,,,,,,,,1280,,,104.78,,,,,2288.533,2597.228,9304.86,0.565373,0.556711,0.422894,12.866,14.379,39.184,101.441213,60.739669,95.162331,,,,,,,3.5179,4.159,4.2558,4.4394,4.6196,3.9796,,,,4.1665,3.7028,3.5771,4.154,3.5427,3.4549,,,,,,,6.1867,6.1177,6.1423,,,,,5410.0402,3.6348,,,,,,,,,0.07357,0.0925,0.12571,0.20714,0.135,0.15921,0.19328,4.159
2013/5/27,,,,,,,,,,6.1211,,,3.4152,,,,,,,,,,,,,,,,,,,,,104.54,,,,,2293.077,2599.587,9260.632,0.198555,0.090828,-0.475321,4.544,2.359,-44.228,107.325061,64.19508,105.981435,,,,,,,3.5667,4.0926,3.8944,4.1899,4.481,3.9273,,4.84,,4.2319,3.8119,3.6161,4.2451,3.6614,3.4133,,,,,,,6.1811,6.1177,6.1423,,,,,6106.8342,3.6401,,,,,,,,,0.07571,0.09357,0.12643,0.20786,,,,4.0926
2013/5/28,,,,,,,,,,6.1215,,,3.415,2.15,,,,,,,,,,,,,,,,,,,,104.52,,,,,2321.318,2644.359,9441.688,1.231577,1.722274,1.955115,28.241,44.772,181.056,132.632995,84.196112,113.735004,,,,,,,3.3486,3.5423,3.7766,4.0439,4,3.8232,3.95,5.14,,4.1771,3.9048,3.6678,4.1882,3.7805,3.4402,,,,,,,6.1818,6.1083,6.1327,,,,,6489.7617,3.3874,,,,,,,,,0.075,0.09286,0.12571,0.20714,0.1337,0.15921,0.19278,3.5423
2013/5/29,,,,,,,,,,6.1267,,,3.4206,2.13,,,,,,,,,,,,,,,,,,,,104.86,,,,,2324.017,2642.561,9404.401,0.11627,-0.067994,-0.394919,2.699,-1.798,-37.287,125.250729,79.277709,108.9603,,,,,,,3.0535,3.7087,3.774,3.9811,3.6654,3.7619,4.1826,,5.5,3.9838,3.9111,3.657,4.0078,3.8546,3.4426,,,,,,,6.1856,6.1103,6.1347,,,,,6776.2094,3.1464,,,,,,,,,0.07571,0.09286,0.12643,0.20714,0.1349,0.15971,0.19378,3.7087
2013/5/30,,,,,,,,,,6.1309,,,3.4205,2.13,,,,,,,,,,,,,,,,,,,,104.81,,,,,2317.749,2634.323,9379.193,-0.269705,-0.311743,-0.268045,-6.268,-8.238,-25.208,111.913032,70.146368,104.605337,,,,,,,3.4047,4.1836,4.0471,4.0354,3.768,3.8081,,3.9688,,3.9109,3.9439,3.6733,3.9444,3.9483,3.4785,,,,,,,6.182,6.1128,6.1373,,,,,6680.5929,3.5032,,,,,,,,,0.07714,0.09357,0.12643,0.20714,0.1341,0.15951,0.19378,4.1836
2013/5/31,14800,672208.97,118523.98,28696.49,18,20,9.2,99.95071,11693.3,6.1345,,5.3,3.4301,2.16,92.56,137.24,44758,5013,,,,,,,,,0.7,102.6,115.092195,131210.6495,-170,,3.7,104.55,,18886.3,,99,2300.595,2606.426,9257.949,-0.740115,-1.058982,-1.292691,-17.154,-27.897,-121.244,108.162554,62.528533,102.510894,3447.0044,,,,1395719,1301643,4.5301,4.8103,4.7636,4.5883,4.0094,3.9692,,3.9942,,3.9321,4.0206,3.7391,3.9371,4.0455,3.5403,,,,,,,6.1796,6.1177,6.1423,,20.35,,,6107.7055,4.5715,,,,,,,,,0.07786,0.09357,0.12571,0.20714,0.1322,0.15901,0.19428,4.8103
2013/6/3,,,,,,,,,,6.1317,,,3.4391,2.13,,,,,,,,,,,,,,,,,,,,104.42,,,,,2299.252,2602.623,9251.242,-0.058376,-0.145909,-0.072446,-1.343,-3.803,-6.707,96.882814,59.774468,94.168073,,,,,,,4.6236,4.6601,4.8105,4.6479,4.5121,3.9866,4.55,,,4.1128,4.1571,3.8612,4.0676,4.1563,3.6198,,,,,,,6.1806,6.1227,6.1473,,,,,5881.9539,4.6377,,,,,,,,,0.07429,0.09357,0.12571,0.20643,0.1338,0.15851,0.19398,4.6601
2013/6/4,,,,,,,,,,6.1286,,,3.4498,2.14,,,,,,,,,,,,,,,,,,,,104.38,,,,,2272.416,2565.666,9124.269,-1.167162,-1.419991,-1.372497,-26.836,-36.957,-126.973,101.895818,66.31575,99.175813,,,,,,,4.5425,4.7421,4.8338,4.7225,4.3559,4.1902,4.2249,,,4.2483,4.2204,3.9565,4.1806,4.1844,3.6929,,,,,,,6.1735,6.1157,6.1403,,,,,5437.381,4.5758,,,,,,,,,0.07357,0.09357,0.12571,0.20643,0.1343,0.15851,0.19328,4.7421
2013/6/5,,,,,,,,,,6.1278,,,3.4646,2.1,,,,,,,,,,,,,,,,,,,,104.39,,,,,2270.931,2560.539,9143.442,-0.065349,-0.199831,0.210132,-1.485,-5.127,19.173,76.483303,45.637193,70.780748,,,,,,,4.7369,4.7987,4.9316,4.9222,4.6411,4.612,4.5488,,,4.473,4.2876,4.0531,4.4225,4.2151,3.7714,,,,,,,6.1757,6.1157,6.1403,,,,,5177.9836,4.7621,,,,,,,,,0.075,0.09357,0.12643,0.20714,0.133,0.15851,0.19328,4.7987
2013/6/6,,,,,,,,,,6.1362,,,3.47,2.08,,,,,,,,,,,,,,,,,,,,104.41,,,,,2242.11,2527.845,9001.089,-1.269127,-1.276841,-1.556886,-28.821,-32.694,-142.353,81.538694,52.496529,77.539856,,,,,,,6.1469,5.3205,5.4036,5.3355,5.1976,5.2041,5.0723,,5.5,4.6633,4.3791,4.1494,4.6404,4.2924,3.862,,,,,,,6.1737,6.114,6.1386,,,,,5212.2538,5.8328,,,,,,,,,0.07857,0.09393,0.12643,0.20643,0.133,0.15851,0.19288,5.3205
2013/6/7,,,,,,,,,,6.1335,,,3.4682,2.17,,137.51,,,,,,,,,,,,,,,1600,,,104.34,,,,,2210.898,2484.16,8763.607,-1.392082,-1.728152,-2.63837,-31.212,-43.685,-237.482,89.978077,61.030894,82.422387,,,,,,,8.678,6.8509,7.9613,7.6542,6.467,6.161,5.6529,5.7739,,4.8902,4.5279,4.2892,4.8656,4.4014,3.972,,,,,,,6.162,6.1157,6.1403,,,,,5431.9849,7.7904,,,,,,,,,0.075,0.09357,0.12643,0.20714,0.1326,0.15851,0.19238,6.8509
2013/6/8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.807,7.8439,8.6334,7.9956,6.8222,6.0339,5.5019,5.65,,5.3783,4.898,4.5823,5.2737,4.6707,4.166,,,,,,,,,,,,,,3919.4949,9.3254,,,,,,,,,,,,,,,,7.8439
2013/6/9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3226,5.9699,7.0674,9.6592,6.8637,5.9973,5.5285,5.6005,5.5,6.0804,5.3847,4.9546,5.9093,5.045,4.4127,,,,,,,,,,,,,,4436.5689,6.3199,,,,,,,,,,,,,,,,5.9699
2013/6/10,,,,,,,,,,,,,,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07571,0.09357,0.12643,0.20714,0.1329,0.15851,0.1925,
2013/6/11,,,,,,,,,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07571,0.09357,0.12643,0.20786,0.1314,0.15851,0.1925,
2013/6/12,,,,,,,,,,,,,,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1314,0.15951,0.1925,
2013/6/13,,,,,,,,,,6.1344,,,3.4597,2.19,,,,,,,,,,,,,,,,,,,,,,,,,2148.355,2399.937,8432.425,-2.828851,-3.390402,-3.77906,-62.543,-84.223,-331.182,94.371094,69.730066,78.080359,,,,,,,6.9424,6.3884,7.2126,6.4223,7.0689,6.4226,5.8066,5.77,,6.2468,5.5748,5.0968,6.1531,5.2878,4.5712,,,,,,,6.1612,6.1157,6.1403,,,,,5909.114,6.8213,,,,,,,,,0.07714,0.09357,0.12643,0.20714,0.1305,0.15901,0.1925,6.3884
2013/6/14,,,,,,,,,,6.1308,,,3.465,2.14,,137.65,,,,,,,,,,,,,,,920,,,103.82,,,,,2162.041,2416.771,8479.458,0.637046,0.701435,0.557764,13.686,16.834,47.033,77.857472,55.964534,73.41212,,,,,,,7.0254,6.9016,7.6826,8.2742,7.2838,6.8856,5.984,,5.3857,6.4918,5.8006,5.2712,6.471,5.5557,4.752,,,,,,,6.1607,6.1207,6.1453,,,,,6015.4994,7.0405,,,,,,,,,0.07786,0.09321,0.12643,0.20714,0.129,0.15901,0.1925,6.9016
2013/6/17,,,,,,,,,,6.125,,,3.4698,2.19,,,,,,,,,,,,,,,,,,,,103.69,,,,,2156.215,2403.839,8404.5,-0.269468,-0.535094,-0.883995,-5.826,-12.932,-74.958,75.75779,50.395711,76.428264,,,,,,,4.8845,6.8875,6.6223,6.549,7.3361,7,5.9992,,,6.7629,6.0557,5.4771,6.789,5.8273,4.9364,,,,,,,6.1598,6.1163,6.1409,,,,,5576.4787,5.3675,,,,,,,,,0.075,0.09357,0.12571,0.20643,0.1308,0.15901,0.1916,6.8875
2013/6/18,,,,,,,,,,6.1285,,,3.4846,2.2,,,,,,,,,,,,,,,,,,,,103.47,,,,,2159.291,2418.745,8470.865,0.142657,0.620091,0.789637,3.076,14.906,66.365,69.632271,48.630379,69.14065,,,,,,,5.6653,6.8207,6.1861,6.7627,7.3462,6.9281,6.0609,,,6.7812,6.2504,5.6557,6.797,6.0353,5.0958,,,,,,,6.1651,6.1123,6.1367,,,,,5786.4196,5.9111,,,,,,,,,0.075,0.09357,0.12643,0.20714,0.1283,0.15981,0.1916,6.8207
2013/6/19,,,,,,,,,,6.1269,,,3.5402,2.33,,,,,,,,,,,,,,,,,,,,103.45,,,,,2143.454,2400.765,8421.242,-0.733435,-0.743361,-0.585808,-15.837,-17.98,-49.623,75.425016,54.34626,71.587116,,,,,,,7.8722,8.2624,7.9372,7.5144,8.0362,7.0015,6.4582,5,5.3586,6.6367,6.4241,5.7996,6.5933,6.2513,5.2178,,,,,,,6.1677,6.1147,6.1393,,,,,5973.4056,7.8813,,,,,,,,,0.07929,0.09393,0.12643,0.20714,0.1271,0.15981,0.1916,8.2624
2013/6/20,,,,,,,,,,6.1282,,,3.649,2.41,,,,,,,,,,,,,,,,,,,,103.24,,,,,2084.021,2321.466,8147.483,-2.772768,-3.303072,-3.250815,-59.433,-79.299,-273.759,77.78793,55.20102,69.982986,,,,,,,11.7436,11.6217,9.2626,8.8316,10.8737,10.4167,7.7062,7.5789,6.8721,7.1204,6.7882,6.079,7.0451,6.5991,5.4071,,,,,,,6.1698,6.1162,6.1408,,,,,8117.7148,11.5652,,,,,,,,,0.08357,0.09571,0.12786,0.20714,0.1269,0.15901,0.193,11.6217
2013/6/21,,,,,,,,,,6.1342,,,3.6001,2.52,,137.37,,,,,,,,,,,,,,,280,,,103.26,,,,,2073.095,2317.394,8136.046,-0.524275,-0.175406,-0.140375,-10.926,-4.072,-11.437,79.673224,58.705798,70.314371,,,,,,,8.6981,9.2485,9.153,9.4838,12.6773,11.9334,9.7946,9.6297,7.5762,8.3274,7.6298,6.7029,8.0973,7.2841,5.7883,,,,,,,6.1766,6.1123,6.1367,,,,,8768.1631,8.9138,,,,,,,,,0.08786,0.10857,0.13714,0.21,0.1303,0.16001,0.193,9.2485
2013/6/24,,,,,,,,,,6.1451,,,3.5819,2.57,,,,,,,,,,,,,,,,,,,,103.2,,,,,1963.235,2171.21,7588.522,-5.299323,-6.30812,-6.729608,-109.86,-146.184,-547.524,109.198215,86.597259,89.35335,,,,,,,6.6461,7.5326,7.5199,9.0022,7.9577,9.9484,8.8325,7.8,7.5419,8.7591,8.0022,7.013,8.5672,7.6781,6.0397,,,,,,,6.1807,6.1193,6.1439,,,,,9121.187,6.8857,,,,,,,,,0.08357,0.11143,0.13857,0.20929,0.1316,0.16251,0.19535,7.5326
2013/6/25,,,,,,,,,,6.1453,,,3.5822,2.6,,,,,,,,,,,,,,,,,,,,102.99,,,,,1959.508,2165.421,7495.096,-0.18984,-0.266626,-1.231149,-3.727,-5.789,-93.426,138.158516,107.554882,109.385111,,,,,,,5.827,7.4369,6.9448,8.655,8.8821,10.355,8.829,,7.7711,8.7319,7.9947,7.1137,8.6947,7.7458,6.2082,,,,,,,6.1767,6.1307,6.1553,,,,,8565.403,6.1665,,,,,,,,,0.08143,0.11286,0.14071,0.20857,0.1321,0.16071,0.19435,7.4369
2013/6/26,,,,,,,,,,6.147,,,3.5493,2.55,,,,,,,,,,,,,,,,,,,,102.68,,,,,1951.495,2168.297,7566.396,-0.408929,0.132815,0.951289,-8.013,2.876,71.3,101.192527,79.256426,91.422132,,,,,,,5.5468,7.2877,7.3314,9.8,9.6306,9.6311,8.3915,,6.8347,8.6868,7.9141,7.1927,8.8111,7.7022,6.3736,,,,,,,6.1779,6.1307,6.1553,,,,,6509.2194,6.1921,,,,,,,,,0.08071,0.11143,0.13929,0.20857,0.1319,0.16371,0.19535,7.2877
2013/6/27,,,,,,,,,,6.149,,,3.53,2.49,,,,,,,,,,,,,,,,,,,,102.69,,,,,1950.013,2160.735,7544.329,-0.075942,-0.348753,-0.291645,-1.482,-7.562,-22.067,105.813318,75.406753,95.155029,,,,,,,5.4445,6.7369,6.8221,9.2952,9.1463,7.7719,7.2402,,6.6445,8.4127,7.9272,7.2611,8.6224,7.8338,6.5608,,,,,,,6.1797,6.1337,6.1583,,,,,6855.2033,6.061,,,,,,,,,0.08071,0.11071,0.13857,0.20857,0.1289,0.16051,0.19505,6.7369
2013/6/28,,,,,,,,,,6.1376,,,3.5119,2.52,,136.96,,,,,,,,,,,,,,,250,,,102.51,,,,,1979.206,2200.639,7694.466,1.497067,1.846779,1.990064,29.193,39.904,150.137,100.737968,79.451327,79.751854,,,,,,,4.9581,6.1622,6.3599,7.1613,7.4303,7.9268,7.496,7.1,6.2018,7.5346,7.8334,7.2626,7.6399,7.8686,6.7121,,,,,,,6.1787,6.1347,6.1593,,,,,6592.0031,5.4091,,,,,,,,,0.08643,0.11643,0.14143,0.20714,0.125,0.16073,0.19465,6.1622
2013/6/30,16000,680837.17,119373.3,31828.05,18,20,8.9,100.0408,11729.5,,,6.1,,,143.89,,45206,5008,14.63,4.54,1.55,2.55,2.38,3.65,5.31,142,1.4,102.91,115.337802,181317.6,,,7.5,,788,18826.68,,97,,,,,,,,,,,,,3212.0294,,,,1413441,1319837,,,,,,,,,,,,,,,,,,,,,,,,,,20.11,113.2,13649.1,,,35.1,64.1,48.6,72.5,48.7,77.3,81,63.9,,,,,,,,
2013/7/1,,,,,,,,,,6.1327,,,3.5118,2.5,,,,,,,,,,,,,,,,,,,,102.48,,,,,1995.242,2213.317,7718.477,0.810224,0.576105,0.312055,16.036,12.678,24.011,78.051393,57.726227,70.651958,,,,,,,4.4154,5.4498,6.0842,6.3521,6.7154,6.3941,6.45,,,6.9505,7.633,7.1949,7.0215,7.7944,6.8108,,,,,,,6.1805,6.1237,6.1483,,,,,4123.436,4.8235,,,,,,,,,,,,,0.1245,0.16073,0.1958,5.4498
2013/7/2,,,,,,,,,,6.133,,,3.5296,2.48,,,,,,,,,,,,,,,,,,,,102.4,,,,,2006.56,2221.984,7768.836,0.567249,0.391584,0.652447,11.318,8.667,50.359,86.415418,61.83885,83.918024,,,,,,,3.7084,4.7592,5.079,5.4795,5.7811,6.136,5.1423,,5.2,6.5018,7.3457,7.0482,6.6058,7.6502,6.8428,,,,,,,6.1773,6.1202,6.1448,,,,,3871.6486,4.0769,,,,,,,,,0.08357,0.11643,0.14143,0.20714,0.1263,0.15923,0.19528,4.7592
2013/7/3,,,,,,,,,,6.1308,,,3.5378,2.52,,,,,,,,,,,,,,,,,,,,102.35,,,,,1994.268,2203.828,7703.736,-0.612591,-0.817108,-0.837963,-12.292,-18.156,-65.1,93.466471,65.836022,87.820465,,,,,,,3.3127,4.2343,4.6373,5.1287,5.1938,6.3225,5.0398,,5.5,5.9477,6.9859,6.8438,6.0775,7.4443,6.8478,,,,,,,6.1803,6.1202,6.1448,,,,,4108.8263,3.728,,,,,,,,,0.08643,0.11857,0.14286,0.20714,0.1243,0.15923,0.19478,4.2343
