date,M0009942,M0001629,M0150193,M0062858,M0043821,M0061518,M0000545,G0008368,G0003882,M0067855,M0009808,S2707403,M1001654,G0000891,M0009870,S0000236,S0114186,S0114187,S0047907,S0047914,S0047919,S0047926,S0047925,S0047927,S0047934,S0047905,M0001022,S5116010,M5464271,M0000272,M0061614,M0024072,S0073285,S5914515,S0178726,M0001427,M5405212,M0012303,M0020188,M0020209,M0020251,M0020194,M0020215,M0020257,M0020193,M0020214,M0020256,M0020191,M0020212,M0020254,M0000604,M0012939,M0012948,M0012949,M0010157,M0010160,M0041652,M0041653,M0041654,M0041655,M0041656,M0041657,M0041658,M0041659,M0041660,M0017146,M0017147,M0017148,M0017149,M0017150,M0017151,M0041372,M0041374,M0041378,M0041371,M0041373,M0041377,M0000185,M0058007,M0066316,M5523040,M5438206,M0012288,M0012988,M0041739,M0041743,M5207472,M0011453,M5781505,M0011456,M5207480,M0011454,M5207487,M5207488,M0062945,M0062946,M0062947,M0062948,G0000894,G0000895,G0000897,y
2013/2/20,,,,,,,,,,6.2376,,,3.5945,2.02,,,,,,,,,,,,,,,,,,,,104.19,,,,,2397.178,2702.635,9645.871,0.598595,0.634084,0.994039,14.264,17.029,94.94,110.280577,70.019377,84.045396,,,,,,,1.8887,2.9488,3.0204,2.9196,3.3,3.2356,3.5996,3.6167,3.67,2.9993,3.2399,3.1803,3.0227,3.3109,3.1485,,,,,,,6.2804,6.2305,6.2555,,,,,6474.1939,2.0913,,,,,,,,,0.09357,0.09786,0.12571,0.22714,0.1555,0.1737,0.2017,2.9488
2013/2/21,,,,,,,,,,6.2405,,,3.5669,1.99,,,,,,,,,,,,,,,,,,,,104.56,,,,,2325.951,2610.549,9396.108,-2.971285,-3.407267,-2.589326,-71.227,-92.086,-249.763,144.059478,100.657984,103.89643,,,,,,,2.028,2.9989,3.0546,3.0176,3.2458,3.3672,3.5836,4.5,3.9,2.8973,3.191,3.161,2.8892,3.2724,3.153,,,,,,,6.2846,6.225,6.25,,,,,7709.3825,2.1843,,,,,,,,,0.09071,0.09714,0.125,0.225,0.1565,0.1727,0.2017,2.9989
2013/2/22,,,,,,,,,,6.2351,,,3.5714,1.97,,144.87,,,,,,,,,,,,,,,-9100,,,104.54,,,,,2314.164,2596.604,9364.54,-0.50676,-0.534179,-0.335969,-11.787,-13.945,-31.568,96.981828,60.204852,73.208539,,,,,,,2.2066,3.0995,2.9989,3.0801,3.2346,3.5868,3.5734,,3.8,2.9451,3.147,3.1474,2.9411,3.2258,3.156,,,,,,,6.2871,6.2265,6.2515,,,,,7693.3781,2.311,,,,,,,,,0.09071,0.09714,0.125,0.22571,0.1565,0.1732,0.2027,3.0995
2013/2/25,,,,,,,,,,6.2339,,,3.5798,1.88,,,,,,,,,,,,,,,,,,,,104.38,,,,,2325.819,2604.96,9342.37,0.503638,0.321805,-0.236744,11.655,8.356,-22.17,88.367374,53.161942,69.49848,,,,,,,2.4117,3.2916,3.3611,3.2772,3.3284,3.4591,3.6496,,3.8048,2.9861,3.1273,3.1452,2.9766,3.1981,3.1619,,,,,,,6.2892,6.2215,6.2465,,,,,6848.9718,2.627,,,,,,,,,0.09071,0.09714,0.125,0.22571,0.1565,0.1747,0.2027,3.2916
2013/2/26,,,,,,,,,,6.2295,,,3.6054,1.88,,,,,,,,,,,,,,,,,,,,104.27,,,,,2293.341,2567.595,9208.032,-1.396411,-1.434379,-1.437943,-32.478,-37.365,-134.338,117.638667,80.003065,86.07936,,,,,,,3.7865,3.8247,4.2795,4.4708,4.5074,4.4822,4.0515,4.0293,,3.071,3.1191,3.1635,3.0522,3.1551,3.1776,,,,,,,6.2856,6.2205,6.2455,,,,,5454.5734,3.853,,,,,,,,,0.09071,0.09714,0.125,0.225,0.1565,0.1732,0.2037,3.8247
2013/2/27,,,,,,,,,,6.2273,,,3.5996,1.91,,,,,,,,,,,,,,,,,,,,104.18,,,,,2313.22,2594.677,9333.237,0.866814,1.054761,1.359737,19.879,27.082,125.205,97.824887,63.226743,73.438905,,,,,,,3.9605,4.2684,4.8445,4.6202,4.5732,4.3738,4.077,4.1003,4.1,3.2768,3.1714,3.2392,3.2338,3.1283,3.2275,,,,,,,6.2842,6.2146,6.2396,,,,,5747.9825,4.0809,,,,,,,,,0.09071,0.09714,0.125,0.225,0.1555,0.1727,0.2037,4.2684
2013/2/28,7737,646966.4,114159.26,21544.16,18,20,2.2,99.70879,11694.4,6.2213,,1.7,3.5996,1.89,82.14,,43962,5058,16.04,5.14,1.41,2.19,2.18,4.45,5.2,143,2.1,116.3,115.450145,25675.9182,,,-12,104.12,,,,108.2,2365.593,2673.327,9641.436,2.264073,3.031206,3.302166,52.373,78.65,308.199,126.950494,86.922595,89.587737,2637.2579,,,,1335048,1245279,4.059,4.3009,4.8733,4.7183,4.5874,4.3393,4.0845,4.1045,4.2,3.5652,3.3117,3.3571,3.4975,3.1933,3.3059,,,,,,,6.2779,6.2126,6.2375,,20.8,,,5764.9496,4.1468,,,,,,,,,0.09071,0.09714,0.125,0.225,0.153,0.1717,0.2037,4.3009
2013/3/1,,,,,,,,,,6.2237,,,3.6092,1.86,,143.28,,,,,,,,,,,,,,,-50,,,104.1,,,,,2359.506,2668.836,9650.144,-0.257314,-0.167993,0.090318,-6.087,-4.491,8.708,120.312752,73.343753,95.641299,,,,,,,4.1043,4.4329,4.8001,4.72,4.2812,4.5617,3.9477,,,3.8263,3.4922,3.4632,3.7578,3.3495,3.3717,,,,,,,6.2798,6.2066,6.2314,,,,,5193.2314,4.1824,,,,,,,,,0.09071,0.09714,0.125,0.225,0.154,0.1707,0.2037,4.4329
2013/3/4,,,,,,,,,,6.2251,,,3.6006,1.88,,,,,,,,,,,,,,,,,,,,104.13,,,,,2273.404,2545.715,9139.751,-3.649154,-4.613285,-5.288968,-86.102,-123.121,-510.393,161.750025,110.619103,122.557163,,,,,,,3.2865,4.2868,4.3052,4.4742,3.7639,3.6649,3.9271,,4,4.0791,3.6652,3.5717,4.0241,3.5004,3.438,,,,,,,6.2822,6.2096,6.2344,,,,,5632.6198,3.4221,,,,,,,,,0.09071,0.09714,0.125,0.225,0.154,0.1717,0.2052,4.2868
2013/3/5,,,,,,,,,,6.2209,,,3.5797,1.9,,,,,,,,,,,,,,,,,,,,104.19,,,,,2326.306,2622.807,9341.353,2.326995,3.028304,2.205771,52.902,77.092,201.602,131.136598,89.661152,93.776048,,,,,,,3.012,3.1859,3.3887,3.65,3.6667,3.7003,3.85,,4.0111,4.2441,3.8004,3.6532,4.223,3.6376,3.4911,,,,,,,6.2797,6.2116,6.2364,,,,,6360.7096,3.0554,,,,,,,,,0.09071,0.09714,0.125,0.22429,0.154,0.1707,0.2032,3.1859
2013/3/6,,,,,,,,,,6.2181,,,3.5797,1.95,,,,,,,,,,,,,,,,,,,,104.06,,,,,2347.179,2650.202,9431.165,0.897259,1.044492,0.961445,20.873,27.395,89.812,141.333692,95.829652,118.2394,,,,,,,2.8494,2.9859,3.1678,3.2913,3.5798,3.7156,3.9333,,4.01,4.0475,3.7568,3.61,4.0948,3.6643,3.4876,,,,,,,6.2745,6.2081,6.2329,,,,,6229.9344,2.9002,,,,,,,,,0.09071,0.09714,0.125,0.22357,0.153,0.1707,0.2022,2.9859
2013/3/7,,,,,,,,,,6.2202,,,3.5849,2,,,,,,,,,,,,,,,,,,,,104.08,,,,,2324.293,2619.479,9393.692,-0.975043,-1.15927,-0.397332,-22.886,-30.723,-37.473,139.756348,94.082666,114.390918,,,,,,,2.4788,2.5326,3.0647,3.1,3.5236,3.6431,3.9258,,3.9991,3.7574,3.6855,3.5482,3.8383,3.6679,3.4701,,,,,,,6.2785,6.2051,6.2299,,,,,6188.7256,2.5276,,,,,,,,,0.09071,0.09714,0.12429,0.21714,0.155,0.1717,0.2022,2.5326
2013/3/8,,,,,,,,,,6.2147,,,3.585,2.06,,142.56,,,,,,,,,,,,,,,-50,,,104.07,,,,,2318.611,2606.927,9285.833,-0.244461,-0.479179,-1.148207,-5.682,-12.552,-107.859,98.794148,59.429557,78.68681,,,,,,,2.4507,2.4862,2.8349,2.9974,3.4324,3.591,4.1,,4.2,3.3815,3.5505,3.442,3.4852,3.6215,3.4236,,,,,,,6.2719,6.2061,6.2309,,,,,5690.068,2.4931,,,,,,,,,0.09,0.09714,0.12357,0.21714,0.155,0.1717,0.2022,2.4862
2013/3/11,,,,,,,,,,6.2181,,,3.585,2.07,,,,,,,,,,,,,,,,,,,,103.62,,,,,2310.593,2592.372,9277.158,-0.34581,-0.55832,-0.093422,-8.018,-14.555,-8.675,84.111903,50.946436,66.944733,,,,,,,2.2188,2.9894,2.7817,2.942,3.3398,3.6515,3.75,,,3.011,3.4153,3.3417,3.0959,3.56,3.379,,,,,,,6.2769,6.2026,6.2274,,,,,6011.194,2.3768,,,,,,,,,0.09214,0.09714,0.12429,0.21714,0.155,0.1727,0.2022,2.9894
2013/3/12,,,,,,,,,,6.2162,,,3.5851,2.03,,,,,,,,,,,,,,,,,,,,103.6,,,,,2286.605,2555.615,9163.643,-1.038175,-1.417891,-1.223597,-23.988,-36.757,-113.515,117.664456,71.935141,89.415886,,,,,,,2.0873,3.041,2.7607,3.0457,3.3242,4,3.7645,,,2.8203,3.3581,3.2982,2.8365,3.5298,3.3424,,,,,,,6.2746,6.2057,6.2305,,,,,5848.6187,2.2784,,,,,,,,,0.08857,0.09714,0.12429,0.20929,0.155,0.1727,0.2032,3.041
2013/3/13,,,,,,,,,,6.2138,,,3.5899,2.04,,,,,,,,,,,,,,,,,,,,103.78,,,,,2263.968,2527.486,9073.221,-0.989983,-1.100674,-0.986747,-22.637,-28.129,-90.422,90.972788,56.43046,65.582709,,,,,,,2.0608,3.0203,2.9709,3.0618,3.3543,3.75,3.85,,,2.821,3.2846,3.2582,2.8078,3.4513,3.2898,,,,,,,6.2726,6.2026,6.2274,,,,,5481.6989,2.3058,,,,,,,,,0.08571,0.09643,0.12357,0.20786,0.155,0.1727,0.2032,3.0203
2013/3/14,,,,,,,,,,6.2155,,,3.5899,2.04,,,,,,,,,,,,,,,,,,,,103.77,,,,,2270.277,2534.273,9087.253,0.27867,0.268528,0.154653,6.309,6.787,14.032,80.294086,47.605756,54.24144,,,,,,,2.0386,3.0939,3.0889,3.1904,3.3004,4,3.5,3.95,,2.848,3.1919,3.2283,2.8169,3.3276,3.2605,,,,,,,6.2752,6.2014,6.2262,,,,,6609.4329,2.312,,,,,,,,,0.08786,0.09714,0.12429,0.20786,0.153,0.1717,0.2032,3.0939
2013/3/15,,,,,,,,,,6.2135,,,3.5951,2.01,,141.99,,,,,,,,,,,,,,,-440,,,103.7,,,,,2278.401,2539.873,9099.287,0.357842,0.220971,0.132427,8.124,5.6,12.034,116.477813,81.372185,72.495305,,,,,,,2.0319,3.3629,3.0816,3.1845,3.3348,4.2836,3.5,3.95,4,2.9535,3.1158,3.222,2.9287,3.207,3.2782,,,,,,,6.2723,6.1996,6.2244,,,,,5507.8873,2.1615,,,,,,,,,0.09071,0.09714,0.12429,0.20786,0.153,0.1717,0.2032,3.3629
2013/3/18,,,,,,,,,,6.2158,,,3.595,1.96,,,,,,,,,,,,,,,,,,,,103.69,,,,,2240.016,2502.493,8999.018,-1.684734,-1.471727,-1.101943,-38.385,-37.38,-100.269,93.122772,59.812778,61.84376,,,,,,,2.5007,3.0319,3.3287,3.2417,3.303,,3.5175,,,3.1219,3.0805,3.2422,3.1048,3.1004,3.3004,,,,,,,6.2741,6.2016,6.2264,,,,,6368.6526,2.5899,,,,,,,,,0.08786,0.09714,0.12429,0.20786,0.155,0.1727,0.2032,3.0319
2013/3/19,,,,,,,,,,6.2157,,,3.5997,1.92,,,,,,,,,,,,,,,,,,,,103.63,,,,,2257.434,2525.097,9034.038,0.777584,0.903259,0.389154,17.418,22.604,35.02,87.582105,54.536476,62.012337,,,,,,,2.1989,2.9633,3.3849,3.2508,3.2901,3.6864,3.5468,3.7,,3.119,3.0062,3.2251,3.1131,2.9748,3.3062,,,,,,,6.2758,6.2026,6.2274,,,,,6731.5589,2.3691,,,,,,,,,0.08714,0.09714,0.12429,0.20786,0.156,0.1747,0.2037,2.9633
2013/3/20,,,,,,,,,,6.2118,,,3.595,1.96,,,,,,,,,,,,,,,,,,,,103.6,,,,,2317.374,2610.174,9317.97,2.655227,3.369257,3.142914,59.94,85.077,283.932,131.241284,90.700622,79.92821,,,,,,,2.0289,3.2896,3.5501,3.5644,3.672,3.8124,3.4666,3.7,,3.0929,2.9901,3.2024,3.0978,2.9528,3.3086,,,,,,,6.2716,6.2031,6.2279,,,,,5830.633,2.2172,,,,,,,,,0.08643,0.09714,0.125,0.20786,0.155,0.1737,0.2047,3.2896
2013/3/21,,,,,,,,,,6.2143,,,3.595,1.95,,,,,,,,,,,,,,,,,,,,103.56,,,,,2324.242,2614.988,9326.294,0.29637,0.184432,0.089333,6.868,4.814,8.324,119.20091,69.552756,83.934411,,,,,,,1.9172,3.0616,3.6482,3.9193,3.3347,3.8775,3.578,3.7,,3.151,3.0362,3.2163,3.1506,2.9837,3.3258,,,,,,,6.2731,6.1986,6.2234,,,,,5552.7927,2.132,,,,,,,,,0.08643,0.09714,0.12571,0.20786,0.156,0.1752,0.2042,3.0616
2013/3/22,,,,,,,,,,6.2122,,,3.5875,1.93,,141.42,,,,,,,,,,,,,,,-470,,,103.58,,,,,2328.278,2618.308,9343.412,0.173648,0.12696,0.183546,4.036,3.32,17.118,101.167299,55.647141,73.584184,,,,,,,1.733,2.9376,3.7134,3.9753,3.403,3.85,3.45,4.8,,3.1386,3.0685,3.2039,3.1449,3.0368,3.3292,,,,,,,6.2711,6.2006,6.2254,,,,,5639.4371,1.9394,,,,,,,,,0.08357,0.09571,0.12429,0.20714,0.157,0.1752,0.2042,2.9376
2013/3/25,,,,,,,,,,6.2107,,,3.5851,1.93,,,,,,,,,,,,,,,,,,,,104.11,,,,,2326.715,2613.097,9313.128,-0.067131,-0.199022,-0.324121,-1.563,-5.211,-30.284,97.031526,56.261402,71.09159,,,,,,,1.6176,2.9187,3.5001,4.0151,3.1673,3.45,3.324,,4,3.0588,3.0825,3.1783,3.0609,3.0829,3.3214,,,,,,,6.2692,6.1986,6.2234,,,,,6543.7582,1.8952,,,,,,,,,0.08393,0.09607,0.12571,0.20786,0.157,0.1752,0.2042,2.9187
2013/3/26,,,,,,,,,,6.211,,,3.5802,1.92,,,,,,,,,,,,,,,,,,,,104.24,,,,,2297.669,2575.05,9226.636,-1.248369,-1.456012,-0.928711,-29.046,-38.047,-86.492,104.449015,63.962961,71.22658,,,,,,,1.6445,3.0405,3.7003,4.0996,3.272,3.5025,3.4732,,4,3.0285,3.0628,3.1488,3.0382,3.0756,3.3027,,,,,,,6.2715,6.1981,6.2229,,,,,6935.5206,1.92,,,,,,,,,0.08321,0.09607,0.12643,0.20786,0.157,0.1762,0.2037,3.0405
2013/3/27,,,,,,,,,,6.2138,,,3.575,1.87,,,,,,,,,,,,,,,,,,,,103.98,,,,,2301.259,2583.53,9225.126,0.156245,0.329314,-0.016366,3.59,8.48,-1.51,96.331195,56.906517,67.136218,,,,,,,1.7289,2.8637,3.9776,4.0403,3.3649,3.4181,3.5439,,4,3.0406,3.0606,3.1264,3.0532,3.0755,3.2634,,,,,,,6.2727,6.1976,6.2224,,,,,7325.2377,2.0176,,,,,,,,,0.08321,0.09643,0.12643,0.20786,0.156,0.1752,0.2037,2.8637
2013/3/28,,,,,,,,,,6.2143,,,3.5607,1.87,,,,,,,,,,,,,,,,,,,,103.74,,,,,2236.302,2499.302,8959.262,-2.822672,-3.260191,-2.881955,-64.957,-84.228,-265.864,127.658698,87.578405,76.948513,,,,,,,1.7512,3.1856,3.8355,4.1565,3.4036,3.4613,3.6994,,5.2,2.9601,3.0323,3.0799,2.9666,3.0586,3.1931,,,,,,,6.2742,6.2004,6.2252,,,,,8270.7618,2.0637,,,,,,,,,0.08357,0.09593,0.12571,0.20786,0.156,0.1752,0.2037,3.1856
2013/3/29,,,,,,,,,,6.2108,,,3.5505,,,141,,,,,,,,,,,,,,,-570,,,103.76,,,,,2236.621,2495.083,8889.769,0.014265,-0.168807,-0.775655,0.319,-4.219,-69.493,85.565473,52.402137,56.334773,,,,,,,2.7062,3.4419,3.5651,4.168,3.4554,3.5505,3.6035,,5.2,2.9998,3.0521,3.0716,2.9907,3.0678,3.1374,,,,,,,6.2689,6.1986,6.2234,,,,,8759.5019,2.799,,,,,,,,,,,,,,,,3.4419
2013/3/31,42200,657591.82,116270.95,24293.56,18,20,8.9,99.7893,11677.9,,,3.1,,,124.21,,44358,5033,15.34,4.78,1.28,2.26,2.13,4.21,5.12,143,0.8,108.37,115.83217,58092.2759,,,-10.2,,,17641.2,,102.6,,,,,,,,,,,,,3651.1002,,,,1384437,1293255,,,,,,,,,,,,,,,,,,,,,,,,,,20.55,115.3,7427.3,,,40.2,72.2,48.7,77.4,49.1,79.8,80.3,67.2,,,,,,,,
2013/4/1,,,,,,,,,,6.208,,,3.5386,1.86,,,,,,,,,,,,,,,,,,,,104.01,,,,,2234.395,2493.187,8937.755,-0.099525,-0.075989,0.539789,-2.226,-1.896,47.986,77.411774,47.346022,59.295164,,,,,,,1.9966,3.4117,3.4418,3.488,3.4054,3.4851,3.6516,,,3.1152,3.0935,3.0891,3.0899,3.0754,3.0879,,,,,,,6.2674,6.1976,6.2224,,,,,7438.2023,2.1993,,,,,,,,,,,,,,,,3.4117
2013/4/2,,,,,,,,,,6.1986,,,3.53,1.88,,,,,,,,,,,,,,,,,,,,103.67,,,,,2227.74,2486.391,8960.457,-0.297843,-0.272583,0.254001,-6.655,-6.796,22.702,89.714323,55.684152,69.315796,,,,,,,2.0238,3.4195,3.4636,3.3325,3.3497,3.8119,3.6889,,,3.2161,3.1449,3.1042,3.1889,3.1135,3.0442,,,,,,,6.2586,6.1951,6.2199,,,,,7012.401,2.2118,,,,,,,,,0.08143,0.095,0.12571,0.20714,0.154,0.1752,0.2027,3.4195
2013/4/3,,,,,,,,,,6.201,,,3.5101,1.83,,,,,,,,,,,,,,,,,,,,103.72,,,,,2225.295,2483.547,8964.467,-0.109752,-0.114383,0.044752,-2.445,-2.844,4.01,81.795267,45.564221,62.929446,,,,,,,2.0802,3.2388,3.454,3.2259,3.4337,3.4,4.525,,4,3.2909,3.1961,3.1362,3.2645,3.1589,3.0558,,,,,,,6.2609,6.1846,6.2094,,,,,6205.7488,2.3785,,,,,,,,,0.08143,0.09429,0.12571,0.20714,0.154,0.1712,0.2017,3.2388
2013/4/4,,,,,,,,,,,,,,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.154,0.1712,0.2003,
2013/4/5,,,,,,,,,,,,,,1.72,,140.58,,,,,,,,,,,,,,,-250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08214,0.09429,0.12571,0.20714,0.154,0.1712,0.2003,
2013/4/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0299,3.3188,3.0147,3.2265,3.2931,3.3993,3.7,,3.9599,3.3431,3.1985,3.1506,3.3419,3.1542,3.069,,,,,,,,,,,,,,6820.6934,2.2002,,,,,,,,,,,,,,,,3.3188
2013/4/8,,,,,,,,,,6.2033,,,3.4901,1.76,,,,,,,,,,,,,,,,,,,,103.66,,,,,2211.592,2472.299,8953.836,-0.615784,-0.452901,-0.11859,-13.703,-11.248,-10.631,86.25747,53.296772,64.958631,,,,,,,2.1864,3.2838,3.0956,3.2202,3.3003,3.346,3.6882,,4,3.3598,3.2238,3.1783,3.3682,3.1794,3.1081,,,,,,,6.265,6.1846,6.2094,,,,,7503.091,2.3997,,,,,,,,,0.08214,0.095,0.12571,0.20714,0.155,0.1717,0.2003,3.2838
2013/4/9,,,,,,,,,,6.2024,,,3.4497,1.78,,,,,,,,,,,,,,,,,,,,103.59,,,,,2225.775,2489.43,8993.114,0.641303,0.692918,0.438672,14.183,17.131,39.278,82.896544,52.389824,60.7599,,,,,,,2.1485,3.2704,3.1442,3.2854,3.2836,3.2921,3.5565,,4,3.3295,3.2484,3.2007,3.3366,3.2133,3.1481,,,,,,,6.2639,6.1886,6.2134,,,,,7773.9381,2.2948,,,,,,,,,0.08143,0.09571,0.12571,0.20714,0.155,0.1727,0.1993,3.2704
2013/4/10,,,,,,,,,,6.1939,,,3.4668,1.84,,,,,,,,,,,,,,,,,,,,103.63,,,,,2226.126,2485.309,8962.299,0.01577,-0.16554,-0.342651,0.351,-4.121,-30.815,80.619621,47.504913,58.416972,,,,,,,2.1297,3.21,3.2254,3.1842,3.251,3.2619,3.2549,4.1,,3.3035,3.2703,3.2117,3.3086,3.2487,3.1622,,,,,,,6.2548,6.1881,6.2129,,,,,7284.182,2.2575,,,,,,,,,0.08143,0.09571,0.12571,0.20714,0.155,0.1727,0.1993,3.21
2013/4/11,,,,,,,,,,6.1963,,,3.4702,1.82,,,,,,,,,,,,,,,,,,,,104.2,,,,,2219.553,2477.876,8920.713,-0.295266,-0.299077,-0.46401,-6.573,-7.433,-41.586,73.632704,42.989958,53.524141,,,,,,,2.0689,3.0262,3.1944,3.1659,3.2661,3.881,3.5558,4,3.9505,3.265,3.2746,3.2147,3.2676,3.2661,3.1708,,,,,,,6.2578,6.1806,6.2054,,,,,7808.3414,2.1614,,,,,,,,,0.08143,0.095,0.125,0.20643,0.155,0.1742,0.1987,3.0262
2013/4/12,,,,,,,,,,6.1922,,,3.47,1.75,,140.86,,,,,,,,,,,,,,,-170,,,104.24,,,,,2206.78,2462.112,8835.147,-0.575476,-0.63619,-0.959183,-12.773,-15.764,-85.566,66.84634,39.917278,51.250962,,,,,,,2.0208,2.9473,3.0969,3.1237,3.2045,3.25,3.6699,,,3.2073,3.2588,3.1967,3.2214,3.2817,3.1701,,,,,,,6.2506,6.1816,6.2064,,,,,7847.4797,2.086,,,,,,,,,0.08143,0.09571,0.12571,0.20714,0.157,0.1752,0.1997,2.9473
2013/4/15,,,,,,,,,,6.1871,,,3.46,1.72,,,,,,,,,,,,,,,,,,,,104.36,,,,,2181.942,2436.818,8733.441,-1.125531,-1.027329,-1.151152,-24.838,-25.294,-101.706,71.632323,46.539734,51.178081,,,,,,,2.0482,2.9725,3.0636,3.0864,3.2189,3.2642,3.532,,,3.1283,3.2162,3.172,3.1475,3.2578,3.1628,,,,,,,6.2454,6.1786,6.2034,,,,,8378.536,2.1623,,,,,,,,,0.08143,0.09571,0.12571,0.20714,0.157,0.1752,0.1997,2.9725
2013/4/16,,,,,,,,,,6.1831,,,3.4401,1.75,,,,,,,,,,,,,,,,,,,,104.37,,,,,2194.846,2459.592,8852.421,0.5914,0.934579,1.36235,12.904,22.774,118.98,79.992178,55.280613,52.414541,,,,,,,2.0156,3.0264,3.0601,3.2423,3.2894,3.2857,3.9107,,,3.0663,3.1661,3.1471,3.0839,3.2102,3.1428,,,,,,,6.2408,6.1736,6.1984,,,,,8542.201,2.1272,,,,,,,,,0.08143,0.09571,0.12571,0.20714,0.157,0.1742,0.2002,3.0264
2013/4/17,,,,,,,,,,6.1723,,,3.4301,1.73,,,,,,,,,,,,,,,,,,,,104.5,,,,,2193.796,2458.473,8894.368,-0.047839,-0.045495,0.473848,-1.05,-1.119,41.947,68.314181,44.692164,51.651731,,,,,,,2.0144,2.9981,3.121,3.4315,3.2607,3.2655,3.5353,,,3.0252,3.1305,3.1356,3.0336,3.1711,3.1423,,,,,,,6.2342,6.1686,6.1934,,,,,8481.3236,2.132,,,,,,,,,0.08071,0.095,0.125,0.20643,0.157,0.1747,0.1992,2.9981
2013/4/18,,,,,,,,,,6.1813,,,3.4503,1.72,,,,,,,,,,,,,,,,,,,,104.51,,,,,2197.602,2464.851,8888.016,0.173489,0.259429,-0.071416,3.806,6.378,-6.352,71.616927,42.860707,54.577456,,,,,,,2.2182,2.9036,3.4189,3.3557,3.3024,3.3068,3.6,,3.8,2.9912,3.0946,3.1237,2.9904,3.129,3.1439,,,,,,,6.2416,6.1577,6.1823,,,,,8142.1812,2.3703,,,,,,,,,0.08214,0.09571,0.12571,0.20714,0.157,0.1747,0.1992,2.9036
2013/4/19,,,,,,,,,,6.1776,,,3.4798,1.73,,140.86,,,,,,,,,,,,,,,-140,,,104.47,,,,,2244.643,2533.827,9111.186,2.14056,2.798384,2.510909,47.041,68.976,223.17,109.660556,75.520876,78.202068,,,,,,,2.5281,3.1076,3.5267,3.7803,3.8194,4.2843,3.65,,,2.9654,3.057,3.0974,2.967,3.0942,3.1242,,,,,,,6.2395,6.1686,6.1934,,,,,6483.7631,2.6909,,,,,,,,,0.08214,0.09571,0.12571,0.20714,0.156,0.1737,0.1992,3.1076
2013/4/22,,,,,,,,,,6.1826,,,3.4804,1.72,,,,,,,,,,,,,,,,,,,,104.51,,,,,2242.169,2530.67,9057.617,-0.110218,-0.124594,-0.587948,-2.474,-3.157,-53.569,95.23373,62.511883,81.166455,,,,,,,2.6763,3.1583,3.6106,3.998,4.271,4.3122,,,,3.0018,3.0497,3.0987,2.9983,3.0729,3.1262,,,,,,,6.2415,6.1646,6.1894,,,,,6425.7254,2.9019,,,,,,,,,0.08214,0.09571,0.12571,0.20714,0.155,0.1717,0.1992,3.1583
2013/4/23,,,,,,,,,,6.1791,,,3.4602,1.74,,,,,,,,,,,,,,,,,,,,104.48,,,,,2184.538,2449.471,8793.134,-2.570324,-3.208597,-2.920006,-57.631,-81.199,-264.483,96.541315,60.653982,78.821028,,,,,,,3.0347,3.6412,4.155,4.5528,4.3498,4.3698,3.8124,,,3.0448,3.0529,3.1074,3.0365,3.0602,3.1367,,,,,,,6.236,6.1691,6.1939,,,,,5379.2217,3.298,,,,,,,,,0.08214,0.09571,0.12571,0.20714,0.154,0.1717,0.2002,3.6412
2013/4/24,,,,,,,,,,6.1781,,,3.4502,1.73,,,,,,,,,,,,,,,,,,,,104.47,,,,,2218.318,2495.579,8911.65,1.546322,1.882366,1.347824,33.78,46.108,118.516,91.600261,63.050916,80.15487,,,,,,,4.0872,4.7353,4.6567,4.7035,4.6664,4.5984,4,,,3.1937,3.1296,3.1673,3.1611,3.0973,3.173,,,,,,,6.2384,6.1657,6.1905,,,,,4874.0367,4.2488,,,,,,,,,0.08214,0.09571,0.12571,0.20714,0.152,0.1697,0.1982,4.7353
2013/4/25,,,,,,,,,,6.1707,,,3.4351,1.74,,,,,,,,,,,,,,,,,,,,104.47,,,,,2199.307,2467.875,8772.576,-0.857001,-1.110123,-1.560586,-19.011,-27.704,-139.074,96.704188,60.557927,87.64986,,,,,,,4.3035,4.9876,4.9049,4.9004,4.3142,4.2938,4.1619,,,3.5985,3.3676,3.3365,3.51,3.2502,3.2581,,,,,,,6.23,6.1632,6.188,,,,,5100.9595,4.4591,,,,,,,,,0.08143,0.09571,0.12571,0.20714,0.15,0.1692,0.1982,4.9876
2013/4/26,,,,,,,,,,6.165,,,3.4331,1.7,,140.44,,,,,,,,,,,,,,,1240,,,104.49,,,,,2177.912,2447.306,8691.386,-0.972806,-0.83347,-0.925498,-21.395,-20.569,-81.19,76.67397,47.123378,67.01047,,,,,,,2.9988,3.5547,4.0008,4.2,3.8707,3.908,,,,4.0385,3.6313,3.5197,3.9281,3.4476,3.3646,,,,,,,6.2208,6.1551,6.1797,,,,,5697.8188,3.1434,,,,,,,,,0.07929,0.09571,0.12571,0.20714,0.149,0.1692,0.1982,3.5547
